Source,Target,Weight,Type,FrontPage,StartTime,EndTime
n0,n1,70,Directed,0,10,600
n0,n109,73,Directed,0,10,600
n0,n110,53,Directed,1,10,600
n0,n111,47,Directed,0,10,600
n0,n118,23,Directed,0,10,600
n0,n142,29,Directed,1,10,600
n0,n209,22,Directed,0,10,600
n0,n211,133,Directed,1,10,600
n0,n212,25,Directed,0,10,600
n0,n22,274,Directed,1,10,600
n0,n23,56,Directed,0,10,1200
n0,n291,76,Directed,0,10,600
n0,n294,92,Directed,0,10,600
n0,n310,55,Directed,0,10,600
n0,n34,72,Directed,0,10,1200
n0,n35,75,Directed,1,10,1200
n0,n372,41,Directed,0,10,600
n0,n386,52,Directed,0,10,600
n0,n387,24,Directed,0,10,600
n0,n404,19,Directed,1,10,600
n0,n407,18,Directed,1,10,600
n0,n408,112,Directed,0,10,600
n0,n436,27,Directed,0,10,600
n0,n468,22,Directed,0,10,600
n0,n501,23,Directed,0,10,600
n0,n83,158,Directed,0,10,1200
n0,n84,48,Directed,0,10,1200
n0,n85,165,Directed,0,10,1200
n0,n86,84,Directed,0,10,1200
n0,n93,114,Directed,0,10,1200
n0,n94,134,Directed,1,10,600
n1,n1089,26,Directed,0,10,1200
n1,n109,56,Directed,0,10,600
n1,n110,125,Directed,1,10,600
n1,n111,54,Directed,0,10,600
n1,n118,43,Directed,0,10,600
n1,n142,69,Directed,1,10,600
n1,n1447,254,Directed,1,10,1200
n1,n211,421,Directed,1,10,600
n1,n212,23,Directed,0,10,600
n1,n22,690,Directed,1,10,600
n1,n23,61,Directed,0,10,600
n1,n250,1,Directed,0,10,600
n1,n291,104,Directed,0,10,600
n1,n294,90,Directed,0,10,600
n1,n34,128,Directed,0,10,600
n1,n35,170,Directed,1,10,600
n1,n372,110,Directed,0,10,600
n1,n386,70,Directed,0,10,600
n1,n387,39,Directed,0,10,600
n1,n404,52,Directed,1,10,600
n1,n407,42,Directed,1,10,1200
n1,n408,100,Directed,0,10,1200
n1,n436,31,Directed,0,10,1200
n1,n468,21,Directed,0,10,1200
n1,n501,28,Directed,0,10,1200
n1,n524,33,Directed,0,10,1200
n1,n557,25,Directed,0,10,1200
n1,n624,29,Directed,0,10,1200
n1,n681,20,Directed,0,10,1200
n1,n751,39,Directed,1,10,1200
n1,n83,163,Directed,0,10,600
n1,n84,78,Directed,0,10,600
n1,n842,40,Directed,0,10,1200
n1,n85,214,Directed,0,10,600
n1,n86,107,Directed,0,10,600
n1,n87,28,Directed,1,10,600
n1,n88,36,Directed,1,10,600
n1,n93,227,Directed,0,10,600
n1,n94,357,Directed,1,10,600
n10,n1003,49,Directed,2,50,600
n10,n1012,38,Directed,2,50,600
n10,n1022,21,Directed,1,50,600
n10,n1084,24,Directed,2,50,600
n10,n1227,51,Directed,2,50,1200
n10,n1444,50,Directed,2,50,1200
n10,n153,572,Directed,2,40,1200
n10,n154,101,Directed,2,40,1200
n10,n155,135,Directed,2,40,1200
n10,n224,136,Directed,2,40,1200
n10,n225,72,Directed,1,40,1200
n10,n227,124,Directed,2,40,1200
n10,n228,170,Directed,2,40,1200
n10,n321,298,Directed,2,40,600
n10,n322,83,Directed,2,40,600
n10,n329,33,Directed,1,40,600
n10,n394,28,Directed,1,40,600
n10,n406,62,Directed,1,40,600
n10,n457,131,Directed,2,40,600
n10,n459,36,Directed,1,40,600
n10,n460,41,Directed,1,40,600
n10,n461,21,Directed,1,40,600
n10,n462,27,Directed,1,40,600
n10,n475,22,Directed,1,40,600
n10,n477,91,Directed,2,50,600
n10,n478,29,Directed,1,50,600
n10,n479,141,Directed,2,50,600
n10,n603,1,Directed,0,50,600
n10,n613,32,Directed,1,50,600
n10,n614,22,Directed,1,50,600
n10,n660,137,Directed,2,50,600
n10,n68,120,Directed,1,40,1200
n10,n69,54,Directed,2,40,1200
n10,n70,42,Directed,1,40,1200
n10,n707,23,Directed,1,50,600
n10,n739,214,Directed,2,50,600
n10,n746,37,Directed,1,50,600
n10,n802,44,Directed,2,50,1200
n10,n857,22,Directed,1,50,1200
n10,n878,331,Directed,2,50,1200
n10,n890,24,Directed,2,50,1200
n10,n891,23,Directed,1,50,600
n10,n958,46,Directed,2,50,600
n10,n966,72,Directed,2,50,600
n100,n125,84,Directed,2,410,750
n100,n127,105,Directed,2,410,750
n100,n158,49,Directed,2,410,750
n100,n159,59,Directed,2,410,750
n100,n176,31,Directed,1,410,750
n100,n177,30,Directed,1,410,750
n100,n192,24,Directed,1,410,750
n100,n193,26,Directed,2,410,750
n100,n293,19,Directed,2,410,750
n100,n530,51,Directed,2,410,750
n100,n609,46,Directed,1,410,750
n100,n610,19,Directed,1,410,750
n100,n618,18,Directed,1,410,750
n1001,n1437,41,Directed,1,1180,1200
n101,n122,18,Directed,1,410,750
n101,n123,18,Directed,1,410,750
n101,n1436,177,Directed,2,410,750
n101,n233,23,Directed,2,410,750
n101,n302,39,Directed,2,410,750
n101,n326,37,Directed,2,410,750
n101,n327,23,Directed,1,410,750
n101,n556,26,Directed,1,410,750
n101,n567,36,Directed,2,410,750
n1011,n973,1,Directed,0,1180,1200
n1013,n1444,20,Directed,1,1180,1200
n1018,n1474,42,Directed,1,1180,1200
n102,n119,20,Directed,0,410,750
n102,n120,37,Directed,0,410,750
n102,n121,117,Directed,0,410,750
n102,n122,34,Directed,0,410,750
n102,n123,47,Directed,0,410,750
n102,n136,32,Directed,1,410,750
n102,n137,69,Directed,1,410,750
n102,n138,44,Directed,0,410,750
n102,n1436,73,Directed,1,420,750
n102,n183,18,Directed,1,410,750
n102,n233,50,Directed,1,410,750
n102,n302,77,Directed,1,410,750
n102,n303,26,Directed,0,410,750
n102,n325,39,Directed,0,410,750
n102,n326,39,Directed,1,410,750
n102,n327,77,Directed,0,410,750
n102,n395,21,Directed,1,410,750
n102,n438,39,Directed,0,420,750
n102,n440,23,Directed,1,420,750
n102,n495,21,Directed,1,420,750
n102,n556,33,Directed,0,420,750
n102,n567,36,Directed,1,420,750
n102,n603,20,Directed,0,420,750
n1021,n11,1,Directed,0,1180,1200
n1023,n1439,28,Directed,1,1180,1200
n1025,n1433,114,Directed,1,1180,1200
n1026,n1435,18,Directed,1,1180,1200
n1027,n1441,27,Directed,1,1180,1200
n103,n104,357,Directed,1,420,750
n103,n1045,31,Directed,1,420,750
n103,n105,170,Directed,1,420,750
n103,n106,133,Directed,1,420,750
n103,n107,167,Directed,1,420,750
n103,n108,84,Directed,1,420,750
n103,n1086,28,Directed,2,420,750
n103,n174,111,Directed,1,420,750
n103,n178,125,Directed,1,420,750
n103,n184,72,Directed,1,420,750
n103,n249,72,Directed,1,420,750
n103,n250,68,Directed,1,420,750
n103,n254,1,Directed,0,420,750
n103,n259,127,Directed,1,420,750
n103,n260,33,Directed,1,420,750
n103,n261,39,Directed,1,420,750
n103,n338,258,Directed,1,420,750
n103,n361,68,Directed,1,420,750
n103,n362,33,Directed,1,420,750
n103,n363,69,Directed,1,420,750
n103,n378,91,Directed,2,420,750
n103,n379,59,Directed,1,420,750
n103,n383,20,Directed,1,420,750
n103,n384,22,Directed,1,420,750
n103,n385,85,Directed,1,420,750
n103,n481,41,Directed,1,420,750
n103,n493,54,Directed,1,420,750
n103,n500,22,Directed,1,420,750
n103,n503,19,Directed,1,420,750
n103,n549,39,Directed,2,420,750
n103,n583,208,Directed,2,420,750
n103,n619,23,Directed,2,420,750
n103,n936,39,Directed,2,420,750
n103,n94,1,Directed,0,420,750
n1032,n1443,28,Directed,1,1180,1200
n104,n1045,34,Directed,0,430,775
n104,n105,179,Directed,0,420,750
n104,n106,146,Directed,0,420,750
n104,n107,242,Directed,0,420,775
n104,n108,93,Directed,0,420,775
n104,n1086,40,Directed,1,430,775
n104,n1433,335,Directed,1,430,775
n104,n174,177,Directed,0,420,775
n104,n178,148,Directed,0,420,775
n104,n184,133,Directed,0,420,775
n104,n249,91,Directed,0,420,775
n104,n250,79,Directed,0,420,775
n104,n251,1,Directed,0,420,775
n104,n259,193,Directed,0,420,775
n104,n260,37,Directed,0,420,775
n104,n261,30,Directed,0,420,775
n104,n313,1,Directed,0,420,775
n104,n338,233,Directed,0,420,775
n104,n361,78,Directed,0,420,775
n104,n362,44,Directed,0,420,775
n104,n363,77,Directed,0,420,775
n104,n378,98,Directed,1,420,775
n104,n379,49,Directed,0,420,775
n104,n383,29,Directed,0,430,775
n104,n384,28,Directed,0,430,775
n104,n385,84,Directed,0,430,775
n104,n420,28,Directed,0,430,775
n104,n464,31,Directed,0,430,775
n104,n481,39,Directed,0,430,775
n104,n493,76,Directed,0,430,775
n104,n500,26,Directed,0,430,775
n104,n549,42,Directed,1,430,775
n104,n583,232,Directed,1,430,775
n104,n902,25,Directed,0,430,775
n104,n936,44,Directed,1,430,775
n1042,n1411,1,Directed,0,1180,1200
n1045,n1433,24,Directed,1,1180,1200
n1046,n1435,51,Directed,1,1180,1200
n105,n106,54,Directed,0,430,775
n105,n107,131,Directed,0,430,775
n105,n108,63,Directed,0,430,775
n105,n1086,19,Directed,1,430,775
n105,n1433,21,Directed,1,430,775
n105,n174,81,Directed,0,430,775
n105,n178,78,Directed,0,430,775
n105,n184,55,Directed,0,430,775
n105,n249,47,Directed,0,430,775
n105,n250,64,Directed,0,430,775
n105,n259,72,Directed,0,430,775
n105,n260,28,Directed,0,430,775
n105,n261,20,Directed,0,430,775
n105,n338,109,Directed,0,430,775
n105,n361,48,Directed,0,430,775
n105,n363,34,Directed,0,430,775
n105,n378,49,Directed,1,430,775
n105,n379,44,Directed,0,430,775
n105,n385,66,Directed,0,430,775
n105,n481,29,Directed,0,430,775
n105,n493,40,Directed,0,430,775
n105,n549,22,Directed,1,430,775
n105,n583,91,Directed,1,430,775
n105,n936,22,Directed,1,430,775
n1051,n1474,23,Directed,2,1180,1200
n1055,n1448,43,Directed,1,1180,1200
n106,n107,110,Directed,0,430,775
n106,n108,50,Directed,0,430,775
n106,n1433,47,Directed,1,430,775
n106,n174,65,Directed,0,430,775
n106,n178,78,Directed,0,430,775
n106,n184,50,Directed,0,430,775
n106,n249,37,Directed,0,430,775
n106,n250,36,Directed,0,430,775
n106,n259,39,Directed,0,430,775
n106,n338,97,Directed,0,430,775
n106,n361,26,Directed,0,430,775
n106,n363,28,Directed,0,430,775
n106,n378,49,Directed,1,430,775
n106,n379,22,Directed,0,430,775
n106,n384,18,Directed,0,430,775
n106,n385,32,Directed,0,430,775
n106,n408,1,Directed,0,430,775
n106,n481,22,Directed,0,430,775
n106,n493,35,Directed,0,430,775
n106,n549,36,Directed,1,430,775
n106,n583,28,Directed,1,430,775
n1068,n1439,28,Directed,1,1180,1200
n107,n1025,35,Directed,0,440,775
n107,n108,194,Directed,0,430,775
n107,n1086,25,Directed,1,440,775
n107,n1129,20,Directed,0,440,775
n107,n1433,207,Directed,1,440,775
n107,n174,140,Directed,0,440,775
n107,n178,136,Directed,0,440,775
n107,n184,117,Directed,0,440,775
n107,n249,103,Directed,0,440,775
n107,n250,71,Directed,0,440,775
n107,n259,114,Directed,0,440,775
n107,n260,47,Directed,0,440,775
n107,n261,29,Directed,0,440,775
n107,n338,229,Directed,0,440,775
n107,n361,75,Directed,0,440,775
n107,n362,48,Directed,0,440,775
n107,n363,51,Directed,0,440,775
n107,n378,69,Directed,1,440,775
n107,n379,64,Directed,0,440,775
n107,n384,87,Directed,0,440,775
n107,n385,104,Directed,0,440,775
n107,n420,27,Directed,0,440,775
n107,n464,48,Directed,0,440,775
n107,n481,37,Directed,0,440,775
n107,n493,119,Directed,0,440,775
n107,n503,34,Directed,0,440,775
n107,n549,21,Directed,1,440,775
n107,n583,68,Directed,1,440,775
n107,n658,18,Directed,0,440,775
n107,n935,19,Directed,0,440,775
n107,n936,23,Directed,1,440,775
n1072,n1457,54,Directed,2,1180,1200
n108,n174,40,Directed,0,440,775
n108,n178,28,Directed,0,440,775
n108,n184,29,Directed,0,440,775
n108,n249,29,Directed,0,440,775
n108,n250,28,Directed,0,440,775
n108,n259,37,Directed,0,440,775
n108,n338,52,Directed,0,440,775
n108,n361,30,Directed,0,440,775
n108,n378,29,Directed,1,440,775
n108,n379,21,Directed,0,440,775
n108,n384,55,Directed,0,440,775
n108,n385,42,Directed,0,440,775
n108,n493,30,Directed,0,440,775
n108,n583,30,Directed,1,440,775
n1081,n80,1,Directed,0,1180,1200
n1084,n1444,88,Directed,2,1180,1200
n1086,n1433,87,Directed,2,1180,1200
n1089,n1447,173,Directed,1,1180,1200
n109,n110,74,Directed,1,440,775
n109,n111,25,Directed,0,440,775
n109,n118,18,Directed,0,440,775
n109,n142,36,Directed,1,440,775
n109,n1447,26,Directed,1,450,775
n109,n209,41,Directed,0,440,775
n109,n211,186,Directed,1,440,775
n109,n291,45,Directed,0,440,775
n109,n294,131,Directed,0,440,775
n109,n372,67,Directed,0,440,775
n109,n386,62,Directed,0,440,775
n109,n404,22,Directed,1,440,775
n109,n407,23,Directed,1,440,775
n109,n408,55,Directed,0,440,775
n109,n436,23,Directed,0,440,775
n109,n468,18,Directed,0,440,775
n109,n599,24,Directed,0,440,775
n109,n624,20,Directed,0,440,775
n1098,n1124,26,Directed,1,1180,1200
n1098,n1457,102,Directed,2,1180,1200
n1099,n1433,1,Directed,0,1180,1200
n11,n1015,38,Directed,2,50,1200
n11,n1072,38,Directed,2,50,1200
n11,n1075,37,Directed,1,50,1200
n11,n1098,278,Directed,2,50,1200
n11,n1107,30,Directed,2,50,1200
n11,n1124,111,Directed,1,50,1200
n11,n1133,39,Directed,2,50,1200
n11,n1135,75,Directed,1,50,1200
n11,n1168,42,Directed,1,50,1200
n11,n1249,18,Directed,1,50,1200
n11,n1250,19,Directed,2,60,1200
n11,n1258,47,Directed,1,60,1200
n11,n1275,69,Directed,1,60,1200
n11,n1287,32,Directed,2,60,1200
n11,n143,162,Directed,1,50,1200
n11,n144,52,Directed,1,50,1200
n11,n145,76,Directed,1,50,1200
n11,n1457,49,Directed,2,60,1200
n11,n146,105,Directed,1,50,1200
n11,n1629,38,Directed,2,60,1200
n11,n1645,23,Directed,1,60,1200
n11,n234,105,Directed,1,50,1200
n11,n235,140,Directed,1,50,1200
n11,n236,376,Directed,2,50,1200
n11,n239,119,Directed,1,50,1200
n11,n240,18,Directed,1,50,1200
n11,n241,24,Directed,1,50,1200
n11,n242,81,Directed,1,50,1200
n11,n339,29,Directed,2,50,1200
n11,n559,40,Directed,1,50,1200
n11,n591,249,Directed,1,50,1200
n11,n592,282,Directed,2,50,1200
n11,n593,209,Directed,2,50,1200
n11,n719,73,Directed,2,50,1200
n11,n720,119,Directed,1,50,1200
n11,n757,23,Directed,1,50,1200
n11,n78,19,Directed,1,50,1200
n11,n785,81,Directed,2,50,1200
n11,n79,649,Directed,1,50,1200
n11,n80,33,Directed,1,50,1200
n11,n81,111,Directed,1,50,1200
n11,n82,137,Directed,1,50,1200
n11,n911,22,Directed,1,50,1200
n11,n913,58,Directed,1,50,1200
n11,n988,37,Directed,1,50,1200
n110,n111,51,Directed,1,450,775
n110,n118,36,Directed,1,450,775
n110,n142,140,Directed,2,450,775
n110,n1447,249,Directed,2,450,775
n110,n156,1,Directed,0,450,775
n110,n211,591,Directed,2,450,775
n110,n212,33,Directed,1,450,775
n110,n291,167,Directed,1,450,775
n110,n294,85,Directed,1,450,775
n110,n317,19,Directed,1,450,775
n110,n372,94,Directed,1,450,775
n110,n386,69,Directed,1,450,775
n110,n387,23,Directed,1,450,775
n110,n404,81,Directed,2,450,775
n110,n407,113,Directed,2,450,775
n110,n408,102,Directed,1,450,775
n110,n436,34,Directed,1,450,775
n110,n468,56,Directed,1,450,775
n110,n501,31,Directed,1,450,775
n110,n524,37,Directed,1,450,775
n110,n557,31,Directed,1,450,775
n110,n599,20,Directed,1,450,775
n110,n602,22,Directed,2,450,775
n110,n624,60,Directed,1,450,775
n110,n681,42,Directed,1,450,775
n110,n751,26,Directed,2,450,775
n110,n842,27,Directed,1,450,775
n1103,n1734,1,Directed,0,1180,1200
n1108,n1437,35,Directed,1,1180,1200
n111,n142,22,Directed,1,450,775
n111,n211,118,Directed,1,450,775
n111,n291,31,Directed,0,450,775
n111,n294,56,Directed,0,450,775
n111,n372,25,Directed,0,450,775
n111,n386,31,Directed,0,450,775
n111,n404,25,Directed,1,450,775
n111,n407,18,Directed,1,450,775
n111,n408,39,Directed,0,450,775
n111,n436,24,Directed,0,450,775
n111,n501,22,Directed,0,450,775
n1116,n1441,35,Directed,1,1180,1200
n112,n114,27,Directed,0,450,775
n112,n116,29,Directed,0,450,775
n112,n117,58,Directed,0,450,775
n112,n166,38,Directed,0,450,775
n112,n168,54,Directed,0,450,775
n112,n231,21,Directed,0,450,775
n112,n331,32,Directed,0,450,775
n112,n382,41,Directed,0,450,775
n112,n428,19,Directed,0,450,775
n1124,n1457,48,Directed,1,1180,1200
n1128,n1128,1,Directed,0,1180,1200
n113,n117,27,Directed,1,450,775
n113,n331,29,Directed,1,450,775
n1135,n1457,41,Directed,1,1180,1200
n1138,n1454,110,Directed,2,1190,1200
n114,n116,57,Directed,0,450,775
n114,n117,98,Directed,0,450,775
n114,n166,50,Directed,0,450,775
n114,n168,81,Directed,0,450,775
n114,n231,39,Directed,0,450,775
n114,n299,25,Directed,1,450,775
n114,n323,24,Directed,0,450,775
n114,n331,78,Directed,0,450,775
n114,n376,38,Directed,1,450,775
n114,n377,38,Directed,0,450,775
n114,n382,72,Directed,0,450,775
n114,n429,28,Directed,0,460,775
n114,n634,26,Directed,0,460,775
n114,n679,22,Directed,0,460,775
n1141,n1437,67,Directed,1,1190,1200
n115,n1042,1,Directed,0,460,775
n1153,n1458,23,Directed,1,1190,1200
n1156,n1437,35,Directed,2,1190,1200
n1156,n1448,23,Directed,2,1190,1200
n116,n117,81,Directed,0,460,775
n116,n166,49,Directed,0,460,775
n116,n168,66,Directed,0,460,775
n116,n231,39,Directed,0,460,775
n116,n323,27,Directed,0,460,775
n116,n331,45,Directed,0,460,775
n116,n376,21,Directed,1,460,775
n116,n377,18,Directed,0,460,775
n116,n382,65,Directed,0,460,775
n116,n526,18,Directed,0,460,775
n116,n679,18,Directed,0,460,775
n116,n937,1,Directed,0,460,775
n117,n166,125,Directed,0,460,775
n117,n168,185,Directed,0,460,775
n117,n230,26,Directed,0,460,775
n117,n231,72,Directed,0,460,775
n117,n232,28,Directed,1,460,775
n117,n258,23,Directed,0,460,775
n117,n299,29,Directed,1,460,775
n117,n300,29,Directed,0,460,775
n117,n323,49,Directed,0,460,775
n117,n331,57,Directed,0,460,775
n117,n376,84,Directed,1,460,775
n117,n377,47,Directed,0,460,775
n117,n382,130,Directed,0,460,775
n117,n428,28,Directed,0,460,775
n117,n429,34,Directed,0,460,775
n117,n574,21,Directed,0,460,775
n117,n634,27,Directed,0,460,775
n117,n667,21,Directed,1,460,775
n117,n673,21,Directed,0,460,775
n117,n674,18,Directed,0,460,775
n117,n677,20,Directed,1,460,775
n117,n678,23,Directed,1,460,775
n117,n679,43,Directed,0,460,775
n117,n856,24,Directed,0,460,775
n1173,n1441,18,Directed,2,1190,1200
n118,n142,31,Directed,1,460,775
n118,n211,102,Directed,1,460,775
n118,n291,26,Directed,0,460,775
n118,n372,52,Directed,0,460,775
n118,n386,22,Directed,0,460,775
n118,n408,35,Directed,0,460,775
n118,n553,1,Directed,0,460,775
n1183,n1471,32,Directed,2,1190,1200
n1187,n1459,20,Directed,1,1190,1200
n119,n0,1,Directed,0,460,775
n119,n120,34,Directed,0,460,775
n119,n121,215,Directed,0,460,775
n119,n122,28,Directed,0,460,775
n119,n123,32,Directed,0,460,775
n119,n137,40,Directed,1,460,775
n119,n233,22,Directed,1,460,775
n119,n302,33,Directed,1,460,775
n119,n320,56,Directed,0,460,775
n119,n325,27,Directed,0,460,775
n119,n327,40,Directed,0,460,775
n119,n418,24,Directed,0,460,775
n119,n438,29,Directed,0,460,1200
n119,n556,25,Directed,0,460,1200
n119,n603,22,Directed,0,470,1200
n1191,n1436,213,Directed,1,1190,1200
n12,n1056,51,Directed,2,60,1200
n12,n1057,20,Directed,1,60,1200
n12,n112,217,Directed,1,60,1200
n12,n1126,20,Directed,1,60,1200
n12,n113,125,Directed,2,60,1200
n12,n114,432,Directed,1,60,1200
n12,n1148,19,Directed,1,60,1200
n12,n116,262,Directed,1,60,1200
n12,n117,772,Directed,1,60,1200
n12,n1180,43,Directed,1,60,1200
n12,n1202,70,Directed,2,60,1200
n12,n13,754,Directed,1,60,1200
n12,n1357,23,Directed,1,60,1200
n12,n14,741,Directed,1,60,1200
n12,n15,408,Directed,1,60,1200
n12,n1521,19,Directed,1,60,1200
n12,n166,494,Directed,1,60,1200
n12,n168,592,Directed,1,60,1200
n12,n169,125,Directed,2,60,1200
n12,n230,64,Directed,1,60,1200
n12,n231,272,Directed,1,60,1200
n12,n232,103,Directed,2,60,1200
n12,n258,96,Directed,1,60,1200
n12,n299,218,Directed,2,60,1200
n12,n300,70,Directed,1,60,1200
n12,n323,200,Directed,1,60,1200
n12,n330,28,Directed,1,60,1200
n12,n331,809,Directed,1,60,1200
n12,n376,496,Directed,2,60,1200
n12,n377,178,Directed,1,60,1200
n12,n382,528,Directed,1,60,1200
n12,n428,137,Directed,1,60,1200
n12,n429,143,Directed,1,60,1200
n12,n526,74,Directed,1,60,1200
n12,n574,80,Directed,1,60,1200
n12,n634,103,Directed,1,60,1200
n12,n667,92,Directed,2,60,1200
n12,n673,51,Directed,1,60,1200
n12,n674,59,Directed,1,60,1200
n12,n675,37,Directed,1,60,1200
n12,n676,49,Directed,2,60,1200
n12,n677,94,Directed,2,60,1200
n12,n678,102,Directed,2,60,1200
n12,n679,91,Directed,1,60,1200
n12,n687,44,Directed,1,60,1200
n12,n74,54,Directed,1,60,1200
n12,n75,1057,Directed,2,60,1200
n12,n756,73,Directed,1,60,1200
n12,n76,193,Directed,2,60,1200
n12,n77,348,Directed,1,60,1200
n12,n856,102,Directed,1,60,1200
n12,n977,59,Directed,1,60,1200
n120,n0,1,Directed,0,470,1200
n120,n121,119,Directed,0,470,1200
n120,n122,45,Directed,0,470,1200
n120,n123,59,Directed,0,470,1200
n120,n136,20,Directed,1,470,1200
n120,n137,44,Directed,1,470,1200
n120,n138,35,Directed,0,470,1200
n120,n1436,28,Directed,1,470,1200
n120,n224,1,Directed,0,470,1200
n120,n302,42,Directed,1,470,1200
n120,n303,33,Directed,0,470,1200
n120,n319,20,Directed,0,470,1200
n120,n320,21,Directed,0,470,1200
n120,n325,33,Directed,0,470,1200
n120,n326,28,Directed,1,470,1200
n120,n327,63,Directed,0,470,1200
n120,n415,22,Directed,0,470,1200
n120,n418,25,Directed,0,470,1200
n120,n438,48,Directed,0,470,1200
n120,n556,34,Directed,0,470,1200
n120,n567,22,Directed,1,470,1200
n120,n603,21,Directed,0,470,1200
n120,n697,18,Directed,0,470,1200
n121,n122,90,Directed,0,470,1200
n121,n123,149,Directed,0,470,1200
n121,n135,19,Directed,1,470,1200
n121,n136,58,Directed,1,470,1200
n121,n137,81,Directed,1,470,1200
n121,n138,78,Directed,0,470,1200
n121,n1436,58,Directed,1,470,1200
n121,n167,28,Directed,0,470,1200
n121,n183,24,Directed,1,470,1200
n121,n233,103,Directed,1,470,1200
n121,n302,135,Directed,1,470,1200
n121,n303,84,Directed,0,470,1200
n121,n320,108,Directed,0,470,1200
n121,n325,64,Directed,0,470,1200
n121,n326,55,Directed,1,470,1200
n121,n327,135,Directed,0,470,1200
n121,n395,25,Directed,1,470,1200
n121,n413,31,Directed,0,470,1200
n121,n415,41,Directed,0,470,1200
n121,n417,86,Directed,0,470,1200
n121,n418,55,Directed,0,470,1200
n121,n419,30,Directed,0,470,1200
n121,n438,90,Directed,0,470,1200
n121,n440,38,Directed,1,470,1200
n121,n495,33,Directed,1,470,1200
n121,n556,102,Directed,0,470,1200
n121,n567,55,Directed,1,470,1200
n121,n603,58,Directed,0,470,1200
n121,n635,24,Directed,1,470,1200
n121,n666,31,Directed,0,470,1200
n121,n697,27,Directed,0,470,1200
n121,n698,82,Directed,0,470,1200
n121,n807,29,Directed,0,470,1200
n1213,n1367,1,Directed,0,1190,1200
n1215,n1176,1,Directed,0,1190,1200
n1215,n1444,29,Directed,1,1190,1200
n122,n123,51,Directed,0,470,1200
n122,n136,22,Directed,1,470,1200
n122,n137,25,Directed,1,470,1200
n122,n138,36,Directed,0,470,1200
n122,n1436,166,Directed,1,480,1200
n122,n233,29,Directed,1,480,1200
n122,n302,48,Directed,1,480,1200
n122,n303,24,Directed,0,480,1200
n122,n319,24,Directed,0,480,1200
n122,n325,32,Directed,0,480,1200
n122,n326,32,Directed,1,480,1200
n122,n327,90,Directed,0,480,1200
n122,n438,27,Directed,0,480,1200
n122,n556,73,Directed,0,480,1200
n122,n567,42,Directed,1,480,1200
n122,n697,35,Directed,0,480,1200
n122,n895,1,Directed,0,480,1200
n1220,n1474,45,Directed,2,1190,1200
n123,n136,46,Directed,1,480,1200
n123,n137,55,Directed,1,480,1200
n123,n138,51,Directed,0,480,1200
n123,n1436,243,Directed,1,480,1200
n123,n198,34,Directed,0,480,1200
n123,n233,82,Directed,1,480,1200
n123,n302,130,Directed,1,480,1200
n123,n303,47,Directed,0,480,1200
n123,n319,19,Directed,0,480,1200
n123,n325,58,Directed,0,480,1200
n123,n326,45,Directed,1,480,1200
n123,n327,120,Directed,0,480,1200
n123,n415,18,Directed,0,480,1200
n123,n417,36,Directed,0,480,1200
n123,n418,24,Directed,0,480,1200
n123,n438,41,Directed,0,480,1200
n123,n440,29,Directed,1,480,1200
n123,n495,20,Directed,1,480,1200
n123,n556,59,Directed,0,480,1200
n123,n567,58,Directed,1,480,1200
n123,n603,19,Directed,0,480,1200
n123,n697,37,Directed,0,480,1200
n123,n698,21,Directed,0,480,1200
n123,n875,21,Directed,0,480,1200
n1235,n1437,24,Directed,1,1190,1200
n124,n1443,61,Directed,2,490,1200
n124,n147,23,Directed,1,480,1200
n124,n148,78,Directed,1,480,1200
n124,n149,22,Directed,2,480,1200
n124,n150,52,Directed,1,480,1200
n124,n161,23,Directed,1,480,1200
n124,n162,50,Directed,2,480,1200
n124,n163,43,Directed,2,480,1200
n124,n482,30,Directed,1,480,1200
n124,n483,61,Directed,1,480,1200
n124,n531,31,Directed,2,480,1200
n124,n532,34,Directed,2,480,1200
n124,n535,32,Directed,2,480,1200
n124,n536,37,Directed,1,480,1200
n124,n537,31,Directed,2,480,1200
n124,n538,43,Directed,2,480,1200
n124,n539,21,Directed,2,480,1200
n124,n650,48,Directed,1,480,1200
n124,n686,34,Directed,1,480,1200
n124,n692,43,Directed,1,480,1200
n124,n702,18,Directed,2,480,1200
n124,n704,24,Directed,1,480,1200
n124,n823,27,Directed,1,480,1200
n124,n901,22,Directed,1,480,1200
n124,n920,26,Directed,2,480,1200
n125,n1132,22,Directed,1,490,1200
n125,n127,164,Directed,2,490,1200
n125,n128,22,Directed,2,490,1200
n125,n158,40,Directed,2,490,1200
n125,n159,59,Directed,2,490,1200
n125,n175,44,Directed,1,490,1200
n125,n176,43,Directed,1,490,1200
n125,n177,54,Directed,1,490,1200
n125,n189,47,Directed,2,490,1200
n125,n192,47,Directed,1,490,1200
n125,n193,55,Directed,2,490,1200
n125,n288,19,Directed,1,490,1200
n125,n293,19,Directed,2,490,1200
n125,n516,20,Directed,1,490,1200
n125,n530,87,Directed,2,490,1200
n125,n562,25,Directed,2,490,1200
n125,n609,44,Directed,1,490,1200
n125,n610,30,Directed,1,490,1200
n125,n611,23,Directed,1,490,1200
n125,n618,18,Directed,1,490,1200
n125,n696,21,Directed,1,490,1200
n1255,n1447,36,Directed,1,1190,1200
n127,n128,19,Directed,2,490,1200
n127,n158,67,Directed,2,490,1200
n127,n159,95,Directed,2,490,1200
n127,n175,24,Directed,1,490,1200
