Source,Target,Weight,Type,FrontPage,StartTime,EndTime
n59,n476,111,Directed,0,270,700
n59,n499,59,Directed,0,270,700
n59,n568,24,Directed,0,270,700
n59,n578,20,Directed,0,270,700
n59,n59,1,Directed,0,260,700
n59,n60,125,Directed,0,260,700
n59,n61,72,Directed,0,260,700
n59,n62,175,Directed,0,260,700
n59,n625,1,Directed,0,270,700
n59,n653,31,Directed,0,270,700
n59,n690,18,Directed,0,270,700
n59,n693,23,Directed,0,270,700
n59,n699,18,Directed,0,270,700
n59,n818,1,Directed,0,270,700
n59,n83,1,Directed,0,260,700
n59,n92,1,Directed,0,260,700
n59,n96,200,Directed,1,260,700
n590,n1447,1,Directed,0,1090,1200
n590,n630,28,Directed,2,1090,1200
n590,n827,19,Directed,2,1090,1200
n591,n1098,41,Directed,1,1090,1200
n591,n1124,18,Directed,0,1090,1200
n591,n1135,25,Directed,0,1090,1200
n591,n1168,21,Directed,0,1090,1200
n591,n1298,18,Directed,0,1090,1200
n591,n1457,199,Directed,1,1090,1200
n591,n592,86,Directed,1,1090,1200
n591,n593,29,Directed,1,1090,1200
n591,n720,20,Directed,0,1090,1200
n592,n1015,18,Directed,2,1100,1200
n592,n1072,22,Directed,2,1100,1200
n592,n1098,70,Directed,2,1100,1200
n592,n1124,27,Directed,1,1100,1200
n592,n1135,21,Directed,1,1100,1200
n592,n1258,18,Directed,1,1100,1200
n592,n1457,428,Directed,2,1100,1200
n592,n593,49,Directed,2,1100,1200
n592,n720,18,Directed,1,1100,1200
n592,n785,25,Directed,2,1100,1200
n592,n830,1,Directed,0,1100,1200
n592,n911,20,Directed,1,1100,1200
n593,n1098,37,Directed,2,1100,1200
n594,n1454,76,Directed,1,1100,1200
n594,n866,19,Directed,0,1100,1200
n594,n925,24,Directed,1,1100,1200
n596,n1459,23,Directed,1,1100,1200
n598,n1080,35,Directed,0,1100,1200
n598,n621,18,Directed,1,1100,1200
n598,n755,32,Directed,0,1100,1200
n598,n800,25,Directed,0,1100,1200
n6,n1021,32,Directed,2,30,600
n6,n1071,93,Directed,2,30,600
n6,n1081,32,Directed,2,30,600
n6,n1093,37,Directed,2,30,600
n6,n1117,24,Directed,2,30,600
n6,n1261,19,Directed,1,30,600
n6,n1305,77,Directed,2,30,600
n6,n1316,22,Directed,2,30,600
n6,n1334,27,Directed,1,30,600
n6,n24,65,Directed,1,20,600
n6,n25,73,Directed,1,20,600
n6,n251,23,Directed,2,20,600
n6,n430,38,Directed,1,20,600
n6,n431,224,Directed,2,20,600
n6,n432,233,Directed,1,20,600
n6,n433,38,Directed,1,20,600
n6,n434,31,Directed,1,20,600
n6,n435,19,Directed,1,30,600
n6,n44,23,Directed,2,20,600
n6,n504,65,Directed,1,30,600
n6,n505,101,Directed,1,30,600
n6,n506,52,Directed,1,30,600
n6,n595,67,Directed,1,30,600
n6,n639,51,Directed,1,30,600
n6,n640,39,Directed,2,30,600
n6,n646,31,Directed,1,30,600
n6,n7,122,Directed,1,20,600
n6,n752,55,Directed,1,30,600
n6,n787,127,Directed,1,30,600
n6,n8,35,Directed,1,20,600
n6,n816,49,Directed,2,30,600
n6,n820,38,Directed,1,30,600
n6,n830,22,Directed,1,30,600
n6,n839,19,Directed,2,30,600
n6,n853,18,Directed,2,30,600
n6,n855,104,Directed,2,30,600
n6,n940,47,Directed,2,30,600
n6,n950,163,Directed,1,30,600
n6,n968,29,Directed,2,30,600
n60,n1472,30,Directed,0,270,1200
n60,n179,61,Directed,1,270,700
n60,n181,400,Directed,0,270,700
n60,n182,49,Directed,1,270,700
n60,n199,183,Directed,0,270,700
n60,n200,23,Directed,0,270,700
n60,n202,74,Directed,0,270,700
n60,n203,38,Directed,0,270,700
n60,n204,82,Directed,0,270,1200
n60,n205,77,Directed,1,270,1200
n60,n370,40,Directed,0,270,1200
n60,n371,101,Directed,0,270,1200
n60,n408,1,Directed,0,270,1200
n60,n476,58,Directed,0,270,1200
n60,n494,19,Directed,0,270,1200
n60,n499,48,Directed,0,270,1200
n60,n568,37,Directed,0,270,1200
n60,n61,46,Directed,0,270,700
n60,n62,184,Directed,0,270,700
n60,n653,32,Directed,0,270,1200
n60,n691,34,Directed,0,270,1200
n60,n693,21,Directed,0,270,1200
n60,n722,21,Directed,0,270,1200
n60,n765,19,Directed,0,270,1200
n60,n96,133,Directed,1,270,700
n600,n662,19,Directed,1,1100,1200
n601,n665,22,Directed,1,1100,1200
n603,n1436,61,Directed,1,1100,1200
n604,n1051,54,Directed,2,1100,1200
n604,n1220,18,Directed,2,1100,1200
n604,n1288,42,Directed,2,1100,1200
n604,n1432,19,Directed,2,1100,1200
n604,n1474,49,Directed,2,1100,1200
n604,n643,26,Directed,2,1100,1200
n604,n654,29,Directed,1,1100,1200
n604,n656,48,Directed,2,1100,1200
n604,n731,28,Directed,2,1100,1200
n604,n736,33,Directed,2,1100,1200
n604,n737,23,Directed,2,1100,1200
n604,n776,23,Directed,2,1100,1200
n604,n778,28,Directed,2,1100,1200
n604,n779,65,Directed,2,1100,1200
n604,n781,69,Directed,2,1100,1200
n604,n922,45,Directed,2,1100,1200
n604,n960,40,Directed,2,1100,1200
n605,n656,18,Directed,1,1100,1200
n605,n731,21,Directed,1,1100,1200
n605,n779,23,Directed,1,1100,1200
n605,n922,20,Directed,1,1100,1200
n607,n662,31,Directed,2,1100,1200
n607,n665,25,Directed,2,1100,1200
n607,n683,18,Directed,2,1100,1200
n607,n725,21,Directed,2,1100,1200
n607,n797,21,Directed,2,1100,1200
n608,n1017,22,Directed,2,1110,1200
n608,n1123,25,Directed,2,1110,1200
n608,n620,55,Directed,2,1100,1200
n608,n662,76,Directed,2,1100,1200
n608,n663,18,Directed,2,1100,1200
n608,n664,23,Directed,2,1100,1200
n608,n665,74,Directed,2,1100,1200
n608,n668,38,Directed,2,1100,1200
n608,n682,34,Directed,2,1100,1200
n608,n683,83,Directed,2,1100,1200
n608,n725,48,Directed,2,1100,1200
n608,n726,36,Directed,2,1100,1200
n608,n797,72,Directed,2,1100,1200
n608,n851,33,Directed,2,1110,1200
n608,n929,19,Directed,1,1110,1200
n609,n610,33,Directed,0,1110,1200
n609,n611,20,Directed,0,1110,1200
n609,n618,23,Directed,0,1110,1200
n609,n696,19,Directed,0,1110,1200
n609,n951,21,Directed,0,1110,1200
n61,n179,23,Directed,1,270,1200
n61,n181,170,Directed,0,270,1200
n61,n182,19,Directed,1,270,1200
n61,n199,103,Directed,0,270,1200
n61,n200,23,Directed,0,270,1200
n61,n202,39,Directed,0,270,1200
n61,n203,22,Directed,0,280,1200
n61,n204,43,Directed,0,280,1200
n61,n205,57,Directed,1,280,1200
n61,n324,22,Directed,0,280,1200
n61,n370,22,Directed,0,280,1200
n61,n371,67,Directed,0,280,1200
n61,n374,20,Directed,0,280,1200
n61,n375,30,Directed,0,280,1200
n61,n476,75,Directed,0,280,1200
n61,n499,45,Directed,0,280,1200
n61,n62,107,Directed,0,270,1200
n61,n653,20,Directed,0,280,1200
n61,n96,152,Directed,1,270,1200
n610,n611,27,Directed,0,1110,1200
n610,n612,31,Directed,1,1110,1200
n610,n618,18,Directed,0,1110,1200
n610,n696,22,Directed,0,1110,1200
n610,n700,21,Directed,0,1110,1200
n611,n1458,75,Directed,1,1110,1200
n613,n614,27,Directed,0,1110,1200
n613,n660,62,Directed,1,1110,1200
n613,n739,25,Directed,1,1110,1200
n613,n878,27,Directed,1,1110,1200
n614,n739,20,Directed,1,1110,1200
n614,n878,24,Directed,1,1110,1200
n615,n1458,40,Directed,1,1110,1200
n62,n179,78,Directed,1,280,1200
n62,n181,396,Directed,0,280,1200
n62,n182,84,Directed,1,280,1200
n62,n199,254,Directed,0,280,1200
n62,n200,53,Directed,0,280,1200
n62,n201,32,Directed,0,280,1200
n62,n202,91,Directed,0,280,1200
n62,n203,87,Directed,0,280,1200
n62,n204,126,Directed,0,280,1200
n62,n205,129,Directed,1,280,1200
n62,n324,38,Directed,0,280,1200
n62,n370,52,Directed,0,280,1200
n62,n371,169,Directed,0,280,1200
n62,n374,23,Directed,0,280,1200
n62,n375,49,Directed,0,280,1200
n62,n476,176,Directed,0,280,1200
n62,n494,19,Directed,0,280,1200
n62,n499,78,Directed,0,280,1200
n62,n578,38,Directed,0,280,1200
n62,n653,47,Directed,0,280,1200
n62,n691,18,Directed,0,280,1200
n62,n693,37,Directed,0,280,1200
n62,n699,42,Directed,0,280,1200
n62,n722,19,Directed,0,280,1200
n62,n765,54,Directed,0,280,1200
n62,n95,27,Directed,1,280,1200
n62,n96,335,Directed,1,280,1200
n620,n1017,22,Directed,2,1110,1200
n620,n662,106,Directed,2,1110,1200
n620,n663,28,Directed,2,1110,1200
n620,n664,35,Directed,2,1110,1200
n620,n665,115,Directed,2,1110,1200
n620,n668,42,Directed,2,1110,1200
n620,n682,35,Directed,2,1110,1200
n620,n683,73,Directed,2,1110,1200
n620,n725,48,Directed,2,1110,1200
n620,n726,41,Directed,2,1110,1200
n620,n797,55,Directed,2,1110,1200
n620,n851,54,Directed,2,1110,1200
n621,n749,35,Directed,1,1110,1200
n621,n755,23,Directed,1,1110,1200
n621,n762,25,Directed,2,1110,1200
n621,n800,29,Directed,1,1110,1200
n621,n818,35,Directed,1,1110,1200
n622,n1120,18,Directed,2,1110,1200
n622,n623,22,Directed,2,1110,1200
n622,n636,39,Directed,2,1110,1200
n622,n728,36,Directed,2,1110,1200
n622,n729,21,Directed,2,1110,1200
n622,n859,30,Directed,2,1110,1200
n622,n867,20,Directed,2,1110,1200
n622,n892,25,Directed,2,1110,1200
n622,n899,25,Directed,2,1110,1200
n622,n904,34,Directed,2,1110,1200
n623,n1038,18,Directed,2,1110,1200
n623,n636,63,Directed,2,1110,1200
n623,n728,45,Directed,2,1110,1200
n623,n729,45,Directed,2,1110,1200
n623,n859,29,Directed,2,1110,1200
n623,n867,27,Directed,2,1110,1200
n623,n892,21,Directed,2,1110,1200
n623,n899,28,Directed,2,1110,1200
n623,n904,77,Directed,2,1110,1200
n624,n1447,28,Directed,1,1110,1200
n624,n581,1,Directed,0,1110,1200
n625,n1042,19,Directed,1,1120,1200
n625,n1437,117,Directed,2,1120,1200
n625,n633,23,Directed,1,1110,1200
n625,n709,32,Directed,1,1120,1200
n625,n743,55,Directed,1,1120,1200
n625,n753,80,Directed,2,1120,1200
n625,n754,20,Directed,1,1120,1200
n625,n760,95,Directed,2,1120,1200
n625,n761,30,Directed,2,1120,1200
n625,n789,104,Directed,2,1120,1200
n625,n795,19,Directed,1,1120,1200
n625,n799,38,Directed,2,1120,1200
n625,n805,32,Directed,1,1120,1200
n625,n843,45,Directed,2,1120,1200
n625,n848,26,Directed,1,1120,1200
n625,n903,54,Directed,2,1120,1200
n625,n984,31,Directed,2,1120,1200
n627,n1436,21,Directed,1,1120,1200
n63,n1016,19,Directed,0,290,1200
n63,n1055,33,Directed,0,290,1200
n63,n1176,27,Directed,0,290,1200
n63,n1418,27,Directed,0,290,1200
n63,n1448,178,Directed,1,290,1200
n63,n185,126,Directed,1,280,1200
n63,n190,107,Directed,0,280,1200
n63,n194,271,Directed,0,280,1200
n63,n195,197,Directed,0,280,1200
n63,n196,218,Directed,0,280,1200
n63,n206,108,Directed,0,280,1200
n63,n295,227,Directed,0,280,1200
n63,n296,86,Directed,1,280,1200
n63,n297,34,Directed,0,280,1200
n63,n298,184,Directed,0,280,1200
n63,n308,147,Directed,0,280,1200
n63,n318,36,Directed,0,280,1200
n63,n328,39,Directed,0,280,1200
n63,n335,38,Directed,0,280,1200
n63,n336,36,Directed,0,280,1200
n63,n337,136,Directed,0,280,1200
n63,n507,25,Directed,0,280,1200
n63,n508,23,Directed,1,280,1200
n63,n518,63,Directed,0,280,1200
n63,n523,68,Directed,0,290,1200
n63,n527,72,Directed,0,290,1200
n63,n529,78,Directed,0,290,1200
n63,n547,71,Directed,0,290,1200
n63,n64,105,Directed,0,280,1200
n63,n645,34,Directed,1,290,1200
n63,n65,447,Directed,0,280,1200
n63,n66,396,Directed,0,280,1200
n63,n67,224,Directed,0,280,1200
n63,n808,20,Directed,0,290,1200
n630,n1089,1,Directed,0,1120,1200
n630,n1385,22,Directed,2,1120,1200
n630,n1456,30,Directed,2,1120,1200
n630,n788,32,Directed,2,1120,1200
n630,n827,33,Directed,2,1120,1200
n630,n896,28,Directed,2,1120,1200
n633,n1437,68,Directed,1,1120,1200
n633,n743,24,Directed,0,1120,1200
n636,n1038,30,Directed,2,1120,1200
n636,n1120,21,Directed,2,1120,1200
n636,n1471,32,Directed,2,1120,1200
n636,n728,118,Directed,2,1120,1200
n636,n729,66,Directed,2,1120,1200
n636,n859,51,Directed,2,1120,1200
n636,n867,46,Directed,2,1120,1200
n636,n892,23,Directed,2,1120,1200
n636,n899,80,Directed,2,1120,1200
n636,n904,75,Directed,2,1120,1200
n636,n905,26,Directed,1,1120,1200
n637,n390,1,Directed,0,1120,1200
n638,n1435,26,Directed,1,1120,1200
n64,n185,27,Directed,1,290,1200
n64,n194,43,Directed,0,290,1200
n64,n195,32,Directed,0,290,1200
n64,n196,64,Directed,0,290,1200
n64,n295,30,Directed,0,290,1200
n64,n298,34,Directed,0,290,1200
n64,n308,21,Directed,0,290,1200
n64,n65,72,Directed,0,290,1200
n64,n66,29,Directed,0,290,1200
n64,n67,38,Directed,0,290,1200
n643,n656,20,Directed,2,1120,1200
n643,n731,18,Directed,2,1120,1200
n643,n736,18,Directed,2,1120,1200
n643,n779,23,Directed,2,1120,1200
n643,n781,20,Directed,2,1120,1200
n644,n1138,19,Directed,2,1120,1200
n644,n1182,18,Directed,1,1120,1200
n644,n1454,19,Directed,2,1120,1200
n644,n740,21,Directed,1,1120,1200
n644,n804,25,Directed,2,1120,1200
n644,n925,146,Directed,2,1120,1200
n645,n1299,18,Directed,1,1120,1200
n645,n1418,23,Directed,1,1120,1200
n645,n1448,427,Directed,2,1120,1200
n645,n1557,21,Directed,1,1120,1200
n646,n242,1,Directed,0,1120,1200
n65,n1055,33,Directed,0,290,1200
n65,n1299,18,Directed,0,290,1200
n65,n1418,21,Directed,0,290,1200
n65,n1444,1,Directed,0,290,1200
n65,n1448,395,Directed,1,290,1200
n65,n185,150,Directed,1,290,1200
n65,n190,49,Directed,0,290,1200
n65,n194,244,Directed,0,290,1200
n65,n195,200,Directed,0,290,1200
n65,n196,354,Directed,0,290,1200
n65,n206,76,Directed,0,290,1200
n65,n295,201,Directed,0,290,1200
n65,n296,131,Directed,1,290,1200
n65,n297,51,Directed,0,290,1200
n65,n298,270,Directed,0,290,1200
n65,n308,101,Directed,0,290,1200
n65,n318,36,Directed,0,290,1200
n65,n335,67,Directed,0,290,1200
n65,n336,31,Directed,0,290,1200
n65,n337,100,Directed,0,290,1200
n65,n508,41,Directed,1,290,1200
n65,n518,75,Directed,0,290,1200
n65,n523,41,Directed,0,290,1200
n65,n527,39,Directed,0,290,1200
n65,n529,27,Directed,0,290,1200
n65,n547,64,Directed,0,290,1200
n65,n645,42,Directed,1,290,1200
n65,n66,227,Directed,0,290,1200
n65,n67,196,Directed,0,290,1200
n65,n808,44,Directed,0,290,1200
n650,n686,36,Directed,0,1120,1200
n650,n692,29,Directed,0,1120,1200
n650,n701,23,Directed,0,1120,1200
n650,n702,19,Directed,1,1120,1200
n650,n823,18,Directed,0,1120,1200
n654,n1474,41,Directed,1,1120,1200
n655,n1474,29,Directed,1,1120,1200
n656,n1051,25,Directed,2,1130,1200
n656,n1220,30,Directed,2,1130,1200
n656,n1474,74,Directed,2,1130,1200
n656,n731,23,Directed,2,1130,1200
n656,n736,26,Directed,2,1130,1200
n656,n777,24,Directed,2,1130,1200
n656,n779,43,Directed,2,1130,1200
n656,n780,19,Directed,2,1130,1200
n656,n781,38,Directed,2,1130,1200
n656,n922,30,Directed,2,1130,1200
n656,n960,30,Directed,2,1130,1200
n657,n1444,51,Directed,1,1130,1200
n657,n739,20,Directed,1,1130,1200
n657,n878,25,Directed,1,1130,1200
n66,n1448,176,Directed,1,300,1200
n66,n185,59,Directed,1,290,1200
n66,n190,25,Directed,0,290,1200
n66,n194,94,Directed,0,290,1200
n66,n195,84,Directed,0,290,1200
n66,n196,92,Directed,0,290,1200
n66,n206,64,Directed,0,290,1200
n66,n295,66,Directed,0,290,1200
n66,n296,50,Directed,1,290,1200
n66,n297,22,Directed,0,290,1200
n66,n298,84,Directed,0,300,1200
n66,n308,43,Directed,0,300,1200
n66,n337,56,Directed,0,300,1200
n66,n518,19,Directed,0,300,1200
n66,n523,24,Directed,0,300,1200
n66,n547,27,Directed,0,300,1200
n66,n645,45,Directed,1,300,1200
n66,n67,53,Directed,0,290,1200
n660,n1227,24,Directed,2,1130,1200
n660,n738,18,Directed,1,1130,1200
n660,n739,64,Directed,2,1130,1200
n660,n878,111,Directed,2,1130,1200
n660,n958,22,Directed,2,1130,1200
n660,n966,25,Directed,2,1130,1200
n662,n1017,52,Directed,2,1130,1200
n662,n1106,22,Directed,1,1130,1200
n662,n1123,23,Directed,2,1130,1200
n662,n1439,73,Directed,2,1130,1200
n662,n663,79,Directed,2,1130,1200
n662,n664,39,Directed,2,1130,1200
n662,n665,112,Directed,2,1130,1200
n662,n668,45,Directed,2,1130,1200
n662,n672,25,Directed,2,1130,1200
n662,n682,58,Directed,2,1130,1200
n662,n683,92,Directed,2,1130,1200
n662,n725,85,Directed,2,1130,1200
n662,n726,54,Directed,2,1130,1200
n662,n797,116,Directed,2,1130,1200
n662,n851,46,Directed,2,1130,1200
n662,n949,20,Directed,2,1130,1200
n662,n997,21,Directed,2,1130,1200
n663,n1017,22,Directed,2,1130,1200
n663,n665,29,Directed,2,1130,1200
n663,n683,31,Directed,2,1130,1200
n663,n725,21,Directed,2,1130,1200
n663,n726,20,Directed,2,1130,1200
n663,n797,26,Directed,2,1130,1200
n664,n665,39,Directed,2,1130,1200
n664,n668,22,Directed,2,1130,1200
n664,n683,27,Directed,2,1130,1200
n664,n726,22,Directed,2,1130,1200
n664,n797,40,Directed,2,1130,1200
n664,n851,18,Directed,2,1130,1200
n665,n1017,26,Directed,2,1140,1200
n665,n1106,18,Directed,1,1140,1200
n665,n668,59,Directed,2,1130,1200
n665,n671,25,Directed,2,1130,1200
n665,n672,18,Directed,2,1130,1200
n665,n682,48,Directed,2,1130,1200
n665,n683,88,Directed,2,1130,1200
n665,n725,46,Directed,2,1130,1200
n665,n726,64,Directed,2,1130,1200
n665,n733,18,Directed,1,1130,1200
n665,n797,37,Directed,2,1130,1200
n665,n822,18,Directed,1,1130,1200
n665,n851,79,Directed,2,1130,1200
n665,n945,18,Directed,1,1130,1200
n666,n1380,1,Directed,0,1140,1200
n668,n1090,37,Directed,1,1140,1200
n668,n1123,24,Directed,2,1140,1200
n668,n683,45,Directed,2,1140,1200
n668,n725,22,Directed,2,1140,1200
n668,n726,21,Directed,2,1140,1200
n668,n797,40,Directed,2,1140,1200
n668,n851,37,Directed,2,1140,1200
n67,n185,42,Directed,1,300,1200
n67,n190,24,Directed,0,300,1200
n67,n194,92,Directed,0,300,1200
n67,n195,66,Directed,0,300,1200
n67,n196,74,Directed,0,300,1200
n67,n295,62,Directed,0,300,1200
n67,n296,29,Directed,1,300,1200
n67,n298,65,Directed,0,300,1200
n67,n308,80,Directed,0,300,1200
n67,n318,33,Directed,0,300,1200
n67,n337,47,Directed,0,300,1200
n67,n523,23,Directed,0,300,1200
n67,n527,22,Directed,0,300,1200
n67,n547,34,Directed,0,300,1200
n671,n683,18,Directed,2,1140,1200
n672,n1439,28,Directed,2,1140,1200
n672,n683,28,Directed,2,1140,1200
n672,n797,20,Directed,2,1140,1200
n68,n1012,20,Directed,1,300,1200
n68,n1263,18,Directed,0,300,1200
n68,n1444,45,Directed,1,300,1200
n68,n153,198,Directed,1,300,1200
n68,n154,40,Directed,1,300,1200
n68,n155,34,Directed,1,300,1200
n68,n224,48,Directed,1,300,1200
n68,n225,80,Directed,0,300,1200
n68,n227,49,Directed,1,300,1200
n68,n228,126,Directed,1,300,1200
n68,n321,81,Directed,1,300,1200
n68,n322,39,Directed,1,300,1200
n68,n329,33,Directed,0,300,1200
n68,n394,75,Directed,0,300,1200
n68,n406,92,Directed,0,300,1200
n68,n457,55,Directed,1,300,1200
n68,n458,35,Directed,0,300,1200
n68,n459,41,Directed,0,300,1200
n68,n460,48,Directed,0,300,1200
n68,n461,30,Directed,0,300,1200
n68,n462,70,Directed,0,300,1200
n68,n475,53,Directed,0,300,1200
n68,n477,46,Directed,1,300,1200
n68,n478,46,Directed,0,300,1200
n68,n479,51,Directed,1,300,1200
n68,n613,95,Directed,0,300,1200
n68,n614,87,Directed,0,300,1200
n68,n660,87,Directed,1,300,1200
n68,n70,86,Directed,0,300,1200
n68,n707,42,Directed,0,300,1200
n68,n708,19,Directed,0,300,1200
n68,n71,24,Directed,0,300,1200
n68,n739,76,Directed,1,300,1200
n68,n746,45,Directed,0,300,1200
n68,n878,170,Directed,1,300,1200
n68,n958,24,Directed,1,300,1200
n680,n1454,44,Directed,1,1140,1200
n682,n683,33,Directed,2,1140,1200
n682,n725,30,Directed,2,1140,1200
n682,n797,36,Directed,2,1140,1200
n682,n851,23,Directed,2,1140,1200
n683,n107,1,Directed,0,1140,1200
n683,n1106,20,Directed,1,1140,1200
n683,n1439,84,Directed,2,1140,1200
n683,n725,55,Directed,2,1140,1200
n683,n726,40,Directed,2,1140,1200
n683,n797,68,Directed,2,1140,1200
n683,n851,25,Directed,2,1140,1200
n686,n692,23,Directed,0,1140,1200
n686,n823,20,Directed,0,1140,1200
n69,n153,64,Directed,2,300,1200
n69,n155,18,Directed,2,300,1200
n69,n224,27,Directed,2,300,1200
n69,n227,22,Directed,2,310,1200
n69,n228,33,Directed,2,310,1200
n69,n321,67,Directed,2,310,1200
n69,n479,29,Directed,2,310,1200
n69,n660,22,Directed,2,310,1200
n69,n739,24,Directed,2,310,1200
n69,n878,34,Directed,2,310,1200
n692,n701,22,Directed,0,1140,1200
n692,n823,19,Directed,0,1140,1200
n697,n1436,91,Directed,1,1140,1200
n7,n431,39,Directed,1,30,600
n7,n432,36,Directed,0,30,600
n7,n787,24,Directed,0,30,600
n70,n153,52,Directed,1,310,1200
n70,n154,22,Directed,1,310,1200
n70,n155,18,Directed,1,310,1200
n70,n225,39,Directed,0,310,1200
n70,n228,51,Directed,1,310,1200
n70,n321,34,Directed,1,310,1200
n70,n329,24,Directed,0,310,1200
n70,n406,29,Directed,0,310,1200
n70,n457,18,Directed,1,310,1200
n70,n459,33,Directed,0,310,1200
n70,n460,28,Directed,0,310,1200
n70,n462,24,Directed,0,310,1200
n70,n475,24,Directed,0,310,1200
n70,n477,19,Directed,1,310,1200
n70,n478,25,Directed,0,310,1200
n70,n479,19,Directed,1,310,1200
n70,n614,22,Directed,0,310,1200
n70,n660,19,Directed,1,310,1200
n70,n707,20,Directed,0,310,1200
n70,n739,34,Directed,1,310,1200
n70,n746,19,Directed,0,310,1200
n70,n878,43,Directed,1,310,1200
n700,n1458,24,Directed,1,1140,1200
n702,n1433,1,Directed,0,1140,1200
n704,n1525,1,Directed,0,1140,1200
n704,n901,22,Directed,0,1140,1200
n707,n418,1,Directed,0,1140,1200
n707,n739,24,Directed,1,1140,1200
n707,n878,31,Directed,1,1140,1200
n708,n878,22,Directed,1,1140,1200
n709,n1437,51,Directed,1,1140,1200
n709,n743,19,Directed,0,1140,1200
n71,n153,28,Directed,1,310,1200
n71,n225,23,Directed,0,310,1200
n71,n228,32,Directed,1,310,1200
n71,n406,20,Directed,0,310,1200
n71,n475,21,Directed,0,310,1200
n713,n393,1,Directed,0,1140,1200
n713,n999,29,Directed,0,1140,1200
n72,n102,82,Directed,1,310,1200
n72,n119,47,Directed,1,310,1200
n72,n120,44,Directed,1,310,1200
n72,n121,118,Directed,1,310,1200
n72,n122,34,Directed,1,310,1200
n72,n123,50,Directed,1,310,1200
n72,n135,30,Directed,2,310,1200
n72,n136,82,Directed,2,310,1200
n72,n137,102,Directed,2,310,1200
n72,n138,47,Directed,1,310,1200
n72,n183,31,Directed,2,310,1200
n72,n233,86,Directed,2,310,1200
n72,n302,133,Directed,2,310,1200
n72,n303,24,Directed,1,310,1200
n72,n320,20,Directed,1,310,1200
n72,n325,66,Directed,1,310,1200
n72,n326,74,Directed,2,310,1200
n72,n327,73,Directed,1,310,1200
n72,n395,34,Directed,2,310,1200
n72,n415,33,Directed,1,310,1200
n72,n418,37,Directed,1,310,1200
n72,n438,42,Directed,1,310,1200
n72,n440,37,Directed,2,310,1200
n72,n495,36,Directed,2,310,1200
n72,n556,37,Directed,1,310,1200
n72,n567,48,Directed,2,310,1200
n72,n603,32,Directed,1,320,1200
n72,n635,37,Directed,2,320,1200
n72,n698,21,Directed,1,320,1200
n72,n73,30,Directed,2,310,1200
n72,n807,28,Directed,1,320,1200
n72,n876,23,Directed,1,320,1200
n720,n1098,26,Directed,1,1140,1200
n721,n1458,86,Directed,2,1140,1200
n725,n1017,20,Directed,2,1140,1200
n725,n726,42,Directed,2,1140,1200
n725,n797,65,Directed,2,1140,1200
n725,n851,22,Directed,2,1140,1200
n726,n1017,26,Directed,2,1140,1200
n726,n797,43,Directed,2,1140,1200
n726,n851,19,Directed,2,1140,1200
n728,n1038,23,Directed,2,1140,1200
n728,n1120,27,Directed,2,1150,1200
n728,n729,56,Directed,2,1140,1200
n728,n859,48,Directed,2,1140,1200
n728,n867,51,Directed,2,1140,1200
n728,n892,32,Directed,2,1140,1200
n728,n899,65,Directed,2,1140,1200
n728,n904,56,Directed,2,1140,1200
n728,n947,19,Directed,1,1140,1200
n728,n953,18,Directed,1,1140,1200
n729,n1471,41,Directed,2,1150,1200
n729,n859,26,Directed,2,1150,1200
n729,n867,29,Directed,2,1150,1200
n729,n899,33,Directed,2,1150,1200
n729,n904,49,Directed,2,1150,1200
n73,n121,31,Directed,1,320,1200
n73,n137,21,Directed,2,320,1200
n73,n233,27,Directed,2,320,1200
n73,n302,34,Directed,2,320,1200
n73,n327,19,Directed,1,320,1200
n73,n393,1,Directed,0,320,1200
n73,n567,18,Directed,2,320,1200
n730,n1441,20,Directed,1,1150,1200
n731,n736,25,Directed,2,1150,1200
n731,n779,29,Directed,2,1150,1200
n731,n922,21,Directed,2,1150,1200
n735,n737,26,Directed,1,1150,1200
n736,n779,34,Directed,2,1150,1200
n736,n781,33,Directed,2,1150,1200
n736,n922,27,Directed,2,1150,1200
n737,n781,27,Directed,2,1150,1200
n737,n922,18,Directed,2,1150,1200
n738,n1444,21,Directed,1,1150,1200
n739,n1003,31,Directed,2,1150,1200
n739,n1012,18,Directed,2,1150,1200
n739,n1084,40,Directed,2,1150,1200
n739,n1227,31,Directed,2,1150,1200
n739,n1444,130,Directed,2,1150,1200
n739,n746,20,Directed,1,1150,1200
n739,n802,23,Directed,2,1150,1200
n739,n857,18,Directed,1,1150,1200
n739,n878,203,Directed,2,1150,1200
n739,n958,27,Directed,2,1150,1200
n739,n966,28,Directed,2,1150,1200
n74,n168,21,Directed,0,320,1200
n74,n382,20,Directed,0,320,1200
n74,n75,19,Directed,1,320,1200
n740,n925,33,Directed,1,1150,1200
n741,n862,69,Directed,2,1150,1200
n741,n863,32,Directed,2,1150,1200
n741,n864,21,Directed,2,1150,1200
n743,n1042,18,Directed,0,1150,1200
n743,n1101,24,Directed,0,1150,1200
n743,n1108,37,Directed,0,1150,1200
n743,n1437,27,Directed,1,1150,1200
n743,n753,24,Directed,1,1150,1200
n743,n754,28,Directed,0,1150,1200
n743,n789,26,Directed,1,1150,1200
n743,n795,28,Directed,0,1150,1200
n743,n805,33,Directed,0,1150,1200
n743,n848,18,Directed,0,1150,1200
n743,n879,24,Directed,0,1150,1200
n745,n1436,78,Directed,1,1150,1200
n746,n1444,45,Directed,1,1150,1200
