Source,Target,Type,Weight
224,136,Undirected,10
225,136,Undirected,10
225,170,Undirected,10
226,50,Undirected,10
226,105,Undirected,10
226,136,Undirected,10
227,36,Undirected,10
227,50,Undirected,10
228,50,Undirected,10
228,130,Undirected,10
228,219,Undirected,10
229,41,Undirected,10
229,50,Undirected,10
229,70,Undirected,10
229,77,Undirected,10
229,130,Undirected,10
229,136,Undirected,10
229,154,Undirected,10
229,176,Undirected,10
230,80,Undirected,10
231,80,Undirected,10
232,200,Undirected,10
233,35,Undirected,10
233,136,Undirected,10
234,50,Undirected,10
234,164,Undirected,10
